"id","marka_id","model_id","name","status"
826,19,1625,"MUSTANG",1
827,18,6618,"NEW PANDA",1
828,16,1202,"OTHERS",1
829,18,6619,"PANDA",1
830,18,6620,"PUNTO",1
831,16,6409,"SAXO",1
832,16,6411,"XANTIA",1
833,16,6413,"XSARA",1
834,26,6389,1007,1
835,22,26298,147,1
836,22,26300,156,1
837,22,26302,159,1
838,24,6416,"190 CLASS",1
839,26,6392,206,1
840,26,6393,207,1
841,26,11217,208,1
842,26,9736,3008,1
843,26,6395,307,1
844,26,6396,308,1
845,28,6574,400,1
846,26,6398,406,1
847,26,6399,407,1
848,22,11587,"4C",1
849,26,11218,5008,1
850,26,10168,508,1
851,28,6575,600,1
852,28,6576,75,1
853,24,26356,"A CLASS",1
854,25,6508,"ASTRA",1
855,24,7855,"B CLASS",1
856,21,26330,"BLUE RIBBON BUS",1
857,28,4981,"BMW MINI",1
858,22,26304,"BRERA",1
859,21,9909,"BUS",1
860,24,7858,"C CLASS",1
861,24,26358,"C CLASS STATION WAGON",1
862,24,26850,"C CLASS WAGON",1
863,24,6422,"CL",1
864,24,26228,"CLA",1
865,24,6423,"CLK",1
866,24,26229,"CLS",1
867,24,7907,"CLS CLASS",1
868,25,2586,"CROWN HYBRID",1
869,23,9900,"CT",1
870,21,2997,"DUTRO",1
871,24,7913,"E CLASS",1
872,24,26360,"E CLASS STATION WAGON",1
873,24,26851,"E CLASS WAGON",1
874,30,26563,"FORKLIFT",1
875,28,10353,"FREELANDER2",1
876,24,7937,"G CLASS",1
877,24,6428,"GELANDEWAGEN",1
878,22,11414,"GIULIETTA",1
879,24,26230,"GL",1
880,24,7941,"GL CLASS",1
881,24,26231,"GLA",1
882,24,26232,"GLC",1
883,24,26233,"GLE",1
884,24,26852,"GLK",1
885,23,4778,"GS",1
886,23,25826,"GS F",1
887,22,26306,"GT",1
888,21,10010,"HINO",1
889,21,4877,"HINO BUS",1
890,21,10531,"HINO DUTORO",1
891,21,10540,"HINO FD",1
892,21,10532,"HINO LIESSE",1
893,21,2999,"HINO RAINBOW",1
894,21,3000,"HINO RANGER",1
895,21,3240,"HINO TRUCK",1
896,23,6346,"HS",1
897,23,6347,"IS",1
898,23,6348,"IS F",1
899,27,6378,"KANGOO",1
900,21,26331,"LIESSE BUS",1
901,23,6349,"LS",1
902,27,6381,"LUTECIA",1
903,23,26351,"LX",1
904,24,7948,"M CLASS",1
905,24,6432,"MEDIUM CLASS",1
906,27,6382,"MEGANE",1
907,21,5570,"MELPHA",1
908,24,1248,"MERCEDES BENZ",1
909,28,6578,"MINI",1
910,22,6664,"MITO",1
911,24,26853,"ML",1
912,23,26352,"NX",1
913,25,996,"OPEL ASTRA",1
914,25,997,"OPEL ASTRA WAGON",1
915,25,1002,"OPEL VITA",1
916,25,1003,"OPEL ZAFIRA",1
917,24,9706,"OTHER",1
918,22,1202,"OTHERS",1
919,26,1006,"PEUGEOT",1
920,26,2087,"PEUGEOT 1007",1
921,26,11555,"PEUGEOT 2008",1
922,26,1008,"PEUGEOT 205",1
923,26,1009,"PEUGEOT 206",1
924,26,2148,"PEUGEOT 207",1
925,26,10608,"PEUGEOT 208",1
926,26,9106,"PEUGEOT 3008",1
927,26,1010,"PEUGEOT 306",1
928,26,1011,"PEUGEOT 307",1
929,26,5069,"PEUGEOT 308",1
930,26,1013,"PEUGEOT 406",1
931,26,2079,"PEUGEOT 407",1
932,26,9051,"PEUGEOT RCZ",1
933,21,3189,"PROFIA",1
934,21,26332,"PROFIA TRUCK",1
935,24,7958,"R CLASS",1
936,21,9679,"RAINBOW",1
937,28,1476,"RANGE ROVER",1
938,21,9680,"RANGER",1
939,23,26353,"RC",1
940,23,22225,"RC F",1
941,26,9712,"RCZ",1
942,27,22994,"RENAULT CAPTUR",1
943,27,1020,"RENAULT KANGOO",1
944,27,1022,"RENAULT LUTECIA",1
945,27,1023,"RENAULT MEGANE",1
946,27,1025,"RENAULT SCENIC",1
947,28,2083,"ROVER 114",1
948,28,1038,"ROVER 75",1
949,28,1043,"ROVER MGF",1
950,28,1044,"ROVER MINI",1
951,23,6350,"RX",1
952,24,7961,"S CLASS",1
953,23,6351,"SC",1
954,21,10533,"SEREGA",1
955,24,6435,"SL",1
956,24,6436,"SLK",1
957,22,5805,"SPIDER",1
958,21,10534,"SUPER DOLPHIN",1
959,24,6438,"TRANSPORTER",1
960,21,9719,"TRUCK",1
961,24,26363,"V CLASS",1
962,24,6442,"VANEO",1
963,24,6443,"VIANO",1
964,25,6517,"VITA",1
965,32,6535,240,1
966,32,6536,"240 WAGON",1
967,32,6541,850,1
968,32,6542,"850 ESTATE",1
969,32,6544,"940 ESTATE",1
970,32,6546,"960 ESTATE",1
971,31,1753,"BEETLE",1
972,98,6796,"BOMAG",1
973,31,6484,"BORA",1
974,32,4714,"C30",1
975,32,1769,"C70",1
976,98,6797,"CAT",1
977,31,6851,"CC",1
978,31,2585,"COMFORT",1
979,98,1136,"COPEL",1
980,32,6548,"CROSS COUNTRY",1
981,31,6486,"CROSS GOLF",1
982,98,7741,"DAIHEN",1
983,34,1028,"DEFENDER",1
984,34,1029,"DISCOVERY",1
985,34,3101,"DISCOVERY 3",1
986,34,6835,"DISCOVERY 4",1
987,31,1755,"EOS",1
988,98,2112,"FJ CURISER",1
989,98,7764,"FORKLIFT",1
990,34,1030,"FREELANDER",1
991,34,3224,"FREELANDER 2",1
992,98,7722,"FURUKAWA",1
993,31,1053,"GOLF",1
994,31,27949,"GOLF ALLTRACK",1
995,31,6489,"GOLF CABRIO",1
996,31,27980,"GOLF GTE",1
997,31,11347,"GOLF R",1
998,31,6492,"GOLF TOURAN",1
999,31,6493,"GOLF VARIANT",1
1000,31,6494,"GOLF WAGON",1
